Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (TestCase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
UC34 - Account Management - Create Account ,N3NJS1809-52,10212,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,20/Jun/24 8:46 PM,21/Jun/24 3:56 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,purple,,,0|i0016v:,,,,,,,,,,,,,,,,,,,,,,,,To Do,20/Jun/24 8:46 PM
UC33 - Invoice Management - Generate Invoices,N3NJS1809-51,10211,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,20/Jun/24 8:39 PM,21/Jun/24 3:56 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,purple,,,0|i0016n:,,,,,,,,,,,,,,,,,,,,,,,,To Do,20/Jun/24 8:39 PM
UC32 - Customer Infor Management - Delete Customer Infor,N3NJS1809-50,10210,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,20/Jun/24 8:32 PM,18/Jul/24 12:35 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,purple,,,0|i0016f:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,,To Do,20/Jun/24 8:33 PM
UC31 - Customer Infor Management - Update Customer Infor,N3NJS1809-49,10209,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,20/Jun/24 8:32 PM,18/Jul/24 12:35 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,purple,,,0|i00167:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,,To Do,20/Jun/24 8:32 PM
UC30 - Customer Infor Management - Read Customer Infor,N3NJS1809-48,10208,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,20/Jun/24 8:32 PM,18/Jul/24 12:35 PM,18/Jul/24 3:19 PM,,,0,CustomerInformationManagement,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,purple,,,0|i0015z:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,,Skip,,,,,,,To Do,20/Jun/24 8:32 PM
UC29 - Customer Infor Management - Create Customer Infor,N3NJS1809-47,10207,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 11:08 PM,18/Jul/24 12:35 PM,21/Jun/24 5:48 PM,,,0,CustomerInformationManagement,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,,purple,,,0|i0015r:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,,Skip,,,,,,,To Do,19/Jun/24 11:08 PM
"UC27 - Customer Information Management Update Customer Information
",N3NJS1809-46,10206,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 11:02 PM,18/Jul/24 2:02 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-10,Customer Management,,,,,purple,,,0|i0015j:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10170,Customer Management,To Do,19/Jun/24 11:02 PM
"UC28 - Customer Information Management - Delete Customer Information
",N3NJS1809-45,10205,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 11:02 PM,18/Jul/24 2:02 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-10,Customer Management,,,,,purple,,,0|i0015n:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10170,Customer Management,To Do,19/Jun/24 11:02 PM
UC26- Customer Information Management - Create Customer Information,N3NJS1809-44,10204,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 11:00 PM,18/Jul/24 2:02 PM,18/Jul/24 1:58 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-98,N3NJS1809-129,N3NJS1809-135,N3NJS1809-153,N3NJS1809-146,N3NJS1809-145,N3NJS1809-143,N3NJS1809-138,N3NJS1809-163,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-10,Customer Management,,,,,purple,,,0|i0015f:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10170,Customer Management,To Do,19/Jun/24 11:00 PM
UC25 - Reporting - View report dashboard,N3NJS1809-42,10202,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 10:59 PM,21/Jun/24 3:54 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-9,Dashboard report,,,,,purple,,,0|i0014n:,,,,,,,,,,,,,,,,,,,,,,10169,Dashboard report,To Do,19/Jun/24 10:59 PM
UC18 - Purchase Management - Create Purchase bill ,N3NJS1809-41,10201,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 10:57 PM,18/Jul/24 2:58 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-160,N3NJS1809-161,N3NJS1809-162,N3NJS1809-164,N3NJS1809-166,N3NJS1809-167,N3NJS1809-168,N3NJS1809-169,N3NJS1809-173,N3NJS1809-158,,,,,,,,,,,,,,,,,,{},,N3NJS1809-8,Purchase Management,,,,,purple,,,0|i0014f:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10168,Purchase Management,To Do,19/Jun/24 10:57 PM
UC19 - Pricing Management - Adjust ratio,N3NJS1809-36,10196,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 10:46 PM,18/Jul/24 3:14 PM,11/Jul/24 1:02 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-7,GoldPrice Management,,,,,purple,,,0|i0013b:,,,,,,,,,,,,,,,,,,,,,,10167,GoldPrice Management,To Do,19/Jun/24 10:46 PM
UC14 - Promotion Management - Delete Promotion,N3NJS1809-30,10190,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 10:39 PM,18/Jul/24 3:15 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-5,Promotion Management,,,,,purple,,,0|i0011a:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,,,,,,,,10165,Promotion Management,To Do,19/Jun/24 10:39 PM
UC13 - Promotion Management - Update Promotion,N3NJS1809-29,10189,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 10:39 PM,18/Jul/24 3:18 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-148,N3NJS1809-149,N3NJS1809-150,N3NJS1809-151,N3NJS1809-152,N3NJS1809-154,N3NJS1809-155,N3NJS1809-156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-5,Promotion Management,,,,,purple,,,0|i00119:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,,,,,,,,10165,Promotion Management,To Do,19/Jun/24 10:39 PM
UC12 - Promotion Management - Create Promotion,N3NJS1809-27,10187,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 10:38 PM,18/Jul/24 3:15 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-102,N3NJS1809-103,N3NJS1809-104,N3NJS1809-105,N3NJS1809-107,N3NJS1809-108,N3NJS1809-109,N3NJS1809-110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-5,Promotion Management,,,,,purple,,,0|i0011b:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,,,,,,,,10165,Promotion Management,To Do,19/Jun/24 10:38 PM
UC 08 - Counter Management - Edit Counter,N3NJS1809-26,10186,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 10:37 PM,18/Jul/24 2:52 PM,18/Jul/24 3:19 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-62,,,,,,,,,,,,,,,,,,N3NJS1809-170,N3NJS1809-171,N3NJS1809-172,,,,,,,,,,,,,,,,{},,N3NJS1809-4,Counter Management,,,,,purple,,,0|i00113:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10164,Counter Management,To Do,19/Jun/24 10:37 PM
UC04 - Jewellry Management - Update Products,N3NJS1809-24,10184,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 10:27 PM,18/Jul/24 2:01 PM,18/Jul/24 2:00 PM,,,0,ProductManagement,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-128,N3NJS1809-130,N3NJS1809-132,N3NJS1809-134,N3NJS1809-136,N3NJS1809-140,N3NJS1809-142,N3NJS1809-144,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-2,Jewellry Management,,,,,purple,,,0|i0010b:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,,Skip,,,,,10162,Jewellry Management,To Do,19/Jun/24 10:27 PM
UC03 - Jewellry Management - Delete Products,N3NJS1809-23,10183,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 10:26 PM,18/Jul/24 2:01 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-2,Jewellry Management,,,,,purple,,,0|i00107:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,,Skip,,,,,10162,Jewellry Management,To Do,19/Jun/24 10:26 PM
UC05 -Staff Management- Manager create staff,N3NJS1809-22,10182,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,19/Jun/24 10:25 PM,18/Jul/24 3:14 PM,18/Jul/24 3:15 PM,,,0,StaffManagement,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-59,N3NJS1809-91,N3NJS1809-92,N3NJS1809-93,N3NJS1809-94,N3NJS1809-96,N3NJS1809-131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-3,Staff Management,,,,,purple,,,0|i0010f:,,,,,NJS1809 Sprint 2,,,,,,,,,,,,,,,,,10163,Staff Management,To Do,19/Jun/24 10:25 PM
UC02 - Jewellry Management - Create Products,N3NJS1809-20,10180,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,17/Jun/24 3:01 PM,18/Jul/24 2:01 PM,18/Jul/24 2:00 PM,,,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-68,N3NJS1809-113,N3NJS1809-114,N3NJS1809-115,N3NJS1809-116,N3NJS1809-119,N3NJS1809-122,N3NJS1809-124,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-2,Jewellry Management,,,,,purple,,,0|i000zz:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,,,,,,,,10162,Jewellry Management,To Do,17/Jun/24 3:01 PM
UC01- User Authentication - Login ,N3NJS1809-17,10177,Story,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,17/Jun/24 1:02 PM,18/Jul/24 2:01 PM,18/Jul/24 2:00 PM,,,0,UserAuthentication,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-63,,,,,,,,,N3NJS1809-87,N3NJS1809-88,,,,,,,,,,,,,,,,,,,,,,,,,,{},,N3NJS1809-1,User Authentication,,,,,purple,,,0|i000zb:,,,,,N3NJS180 Sprint 1,,,,,,,,,,Unit,,Skip,,,,,10161,User Authentication,To Do,17/Jun/24 1:02 PM
Customer Management,N3NJS1809-10,10170,Epic,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,13/Jun/24 1:11 PM,18/Jul/24 6:42 AM,17/Jul/24 4:21 PM,,22/Jul/24 12:00 AM,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-9,,,Order Management,To Do,,,orange,,,0|i000xr:,,,,,,,09/Jul/24 12:00 AM,,,,,,,,,,,,,,,,,To Do,13/Jun/24 1:11 PM
Dashboard report,N3NJS1809-9,10169,Epic,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,13/Jun/24 1:11 PM,17/Jul/24 5:17 PM,17/Jul/24 4:20 PM,,22/Jul/24 12:00 AM,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-3,,,Account Management,To Do,,,yellow,,,0|i000xj:,,,,,,,09/Jul/24 12:00 AM,,,,,,,,,,,,,,,,,To Do,13/Jun/24 1:11 PM
Purchase Management,N3NJS1809-8,10168,Epic,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,13/Jun/24 1:11 PM,18/Jul/24 1:35 PM,17/Jul/24 4:14 PM,,22/Jul/24 12:00 AM,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-7,,,Reporting and Dashboard,To Do,,,purple,,,0|i000xb:,,,,,,,09/Jul/24 12:00 AM,,,,,,,,,,,,,,,,,To Do,13/Jun/24 1:11 PM
GoldPrice Management,N3NJS1809-7,10167,Epic,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,13/Jun/24 1:10 PM,17/Jul/24 5:17 PM,17/Jul/24 4:16 PM,,22/Jul/24 12:00 AM,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-11,,,Pricing and Buy-back Configuration,To Do,,,teal,,,0|i000x3:,,,,,,,09/Jul/24 12:00 AM,,,,,,,,,,,,,,,,,To Do,13/Jun/24 1:10 PM
Sale Management,N3NJS1809-6,10166,Epic,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,13/Jun/24 1:10 PM,18/Jul/24 12:18 PM,17/Jul/24 11:45 PM,,22/Jul/24 12:00 AM,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-6,,,Guarantee Management,To Do,,,green,,,0|i000wv:,,,,,,,09/Jul/24 12:00 AM,,,,,,,,,,,,,,,,,To Do,13/Jun/24 1:10 PM
Promotion Management,N3NJS1809-5,10165,Epic,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyen Dong Giang (K18 HCM),712020:19a3c59e-2216-43d3-aafc-69339756e680,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,13/Jun/24 1:10 PM,18/Jul/24 1:11 PM,18/Jul/24 12:36 PM,,22/Jul/24 12:00 AM,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-2,,,Promotion Management,To Do,,,dark_yellow,,,0|i000wn:,,,,,,,09/Jul/24 12:00 AM,,,,,,,,,,,,,,,,,To Do,13/Jun/24 1:10 PM
Counter Management,N3NJS1809-4,10164,Epic,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,13/Jun/24 1:09 PM,18/Jul/24 2:52 PM,18/Jul/24 3:19 PM,,22/Jul/24 12:00 AM,0,,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-7,,,Staff Operations,To Do,,,purple,,,0|i000wf:,,,,,,,09/Jul/24 12:00 AM,,,,,,,,,,,,,,,,,To Do,13/Jun/24 1:09 PM
